Accession,Host,Collection_Date
ALR95953,Hominidae,2008-07
ALR95954,Hominidae,2008-07
ALR95955,Hominidae,2008-07
ALR95956,Hominidae,2009-07
AKA40839,Suidae,2007
AJM71343,Hominidae,2009
AJG06122,Hominidae,2000
AIW80118,Hominidae,2013
BAP33985,Hominidae,2012-05
AGC79573,Bovidae,2009-09-02
AEZ06676,Hominidae,2010
BAL43056,Suidae,2002-11
ACL79512,Hominidae,2007-08-24
ACI02293,Hominidae,2006
ABV53356,Hominidae,2001-12-22
ABV53368,Hominidae,2002-05-31
ABV53398,Hominidae,1996-08
ABV53400,Hominidae,1997-10
XAV28478,Hominidae,2013
XAV28480,Hominidae,2011
WCN85104,Hominidae,2011
WCN85105,Hominidae,2011
WDA65674,Hominidae,2014
URM59552,Hominidae,2016-08-24
QXY10044,Hominidae,2013-08-30
QRL06751,Hominidae,2017-12-20
QRL06777,Hominidae,2018-01-23
QRL06786,Hominidae,2018-01-29
QRL06847,Hominidae,2018-02-16
QRL06852,Hominidae,2018-02-21
QOU12582,Hominidae,2018
QHW04037,Hominidae,2017
BBL56371,Hominidae,2016
BBL56374,Hominidae,2015
BBL56383,Hominidae,2016
BBH72714,Hominidae,2010
AXN73009,Bovidae,2013-12-17
AUD10132,Hominidae,2013
AQX78048,Hominidae,2010-07-28
AQX78056,Hominidae,2009-03-10
ARQ80037,Hominidae,2014
AMR44105,Hominidae,2013
AIL83672,Hominidae,2012
BAP33984,Hominidae,2012-05
AIF34653,Hominidae,2009-02-19
AIE39964,Hominidae,2012-09-15
AFX73051,Hominidae,2008
BAM66287,Equidae,2010
AFM97061,Hominidae,2008-11-20
AFH08689,Hominidae,2000
AFH02845,Hominidae,2011
AEF33454,Equidae,1995
AEF33455,Equidae,1995
ACH67458,Hominidae,2005-01
ABV55270,Hominidae,2001-01-24
XDI39114,Hominidae,2001
UPV00676,Hominidae,2018
QRK14387,Hominidae,2013
QRK14388,Hominidae,2014
QRK14389,Hominidae,2014
QRK14390,Hominidae,2013
QRK14391,Hominidae,2015
QRK14392,Hominidae,2010
QRK14393,Hominidae,2013
QRL06770,Hominidae,2018-01-18
QLJ94198,Bovidae,2015
QLJ94224,Bovidae,2016
QLJ94225,Bovidae,2016
QDF59323,Suidae,2015-11
AXN72994,Bovidae,2009-08-10
AXN73012,Bovidae,2013-06-17
ASY08037,Hominidae,2016-04-25
ASF57908,Hominidae,2004-11
AOS87815,Suidae,2012-03-15
AJG37780,Hominidae,2011
ANC33828,Hominidae,2013
ANC33835,Hominidae,2013
ANC33839,Hominidae,2013
AMR44108,Hominidae,2013
ALR87124,Suidae,2011
ALR87128,Suidae,2012
ALR87131,Suidae,2013
BAT46822,Hominidae,2008
BAT46828,Hominidae,2007
AKA09356,Hominidae,2013
BAS01285,Hominidae,2008-03
AKA40414,Hominidae,2010-08-06
AJC00676,Hominidae,2010
BAP33981,Hominidae,2012-04
BAP33983,Hominidae,2012-05
BAP33987,Hominidae,2012-05
BAP33988,Hominidae,2012-05
BAP33989,Hominidae,2012-05
BAP33990,Hominidae,2012-05
BAP34039,Hominidae,2012-06
BAP34040,Hominidae,2012-06
BAP34041,Hominidae,2012-07
BAP34042,Hominidae,2012-07
AHH02597,Bovidae,2011-09-12
ADM46117,Equidae,2008
ACH67457,Hominidae,2005-01
ACH67459,Hominidae,2005-01
ACH67460,Hominidae,2005-01
ABV55266,Hominidae,1997-02
ABV55267,Hominidae,1996-03
ABV55279,Hominidae,1997-11
ABV55289,Hominidae,2002-02-10
ABV55298,Hominidae,2003-07-10
YP_003896054,Phasianidae,2005
XDI39069,Hominidae,2013
XDI39084,Hominidae,2008
XAV28475,Hominidae,2011
URM59550,Hominidae,2016-08-01
UPV00636,Hominidae,2018
QRL06765,Hominidae,2018-01-16
QRL06773,Hominidae,2018-01-18
QRL06779,Hominidae,2018-01-26
QRL06832,Hominidae,2018-02-13
QMT27191,Hominidae,2017-09-13
QLJ94194,Bovidae,2015
QLJ94196,Bovidae,2015
QLJ94200,Bovidae,2015
QLJ94201,Bovidae,2015
QLJ94211,Bovidae,2016
QLJ94213,Bovidae,2016
QLJ94234,Bovidae,2016
QLJ94243,Bovidae,2016
QGX01826,Suidae,2014-12
BBL56292,Hominidae,2014
BBL56369,Hominidae,2015
BBL56381,Hominidae,2016
QCQ82867,Hominidae,2016
QCQ82868,Hominidae,2016
QCQ82876,Hominidae,2016
QCQ82878,Hominidae,2016
AWI73650,Hominidae,2013-10
AXN72870,Bovidae,2013-07-26
AXN73001,Bovidae,2012-08-14
AXN73014,Bovidae,2014-09-09
AXL64570,Phasianidae,2015
ATI99315,Suidae,2016
ATI99316,Suidae,2016
AVP71929,Hominidae,2015
AVP71930,Hominidae,2015
AVP71931,Hominidae,2015
AVP71932,Hominidae,2015
AVP71933,Hominidae,2015
AVP71934,Hominidae,2015
AVP71935,Hominidae,2015
AVP71937,Hominidae,2015
AVP71939,Hominidae,2015
AVP71941,Hominidae,2015
AUD10130,Hominidae,2013
AUD10140,Hominidae,2012
AUD10144,Hominidae,2012
AUD10149,Hominidae,2013
AUD10151,Hominidae,2013
BAX56174,Equidae,2013
AQM55786,Hominidae,2011-02-14
AOR51639,Hominidae,2016
ANC85274,Hominidae,2013-03-01
ALR95957,Hominidae,2003-05
ALR95958,Hominidae,2006-07
ALR95959,Hominidae,2008-07
ALR95960,Hominidae,2008-08
AIW53355,Phasianidae,2013-06
AJC01320,Suidae,2013
BAP33991,Hominidae,2012-04
BAP33992,Hominidae,2012-04
BAP33993,Hominidae,2012-04
BAP33994,Hominidae,2012-04
BAP33995,Hominidae,2012-04
BAP33996,Hominidae,2012-04
BAP33997,Hominidae,2012-04
BAP33998,Hominidae,2012-05
BAP33999,Hominidae,2012-05
BAP34000,Hominidae,2012-05
BAP34001,Hominidae,2012-05
BAP34002,Hominidae,2012-05
BAP34003,Hominidae,2012-06
BAP34004,Hominidae,2012-06
BAP34005,Hominidae,2012-06
BAP34006,Hominidae,2012-06
BAP34007,Hominidae,2012-06
BAP34008,Hominidae,2012-06
BAP34009,Hominidae,2012-06
BAP34010,Hominidae,2012-07
BAP34011,Hominidae,2012-07
BAP34012,Hominidae,2012-04
BAP34013,Hominidae,2012-04
BAP34014,Hominidae,2012-04
BAP34015,Hominidae,2012-04
BAP34016,Hominidae,2012-04
BAP34017,Hominidae,2012-04
BAP34018,Hominidae,2012-05
BAP34019,Hominidae,2012-05
BAP34020,Hominidae,2012-05
BAP34021,Hominidae,2012-05
BAP34022,Hominidae,2012-05
BAP34023,Hominidae,2012-05
BAP34024,Hominidae,2012-05
BAP34025,Hominidae,2012-05
BAP34026,Hominidae,2012-05
BAP34027,Hominidae,2012-05
BAP34028,Hominidae,2012-05
BAP34029,Hominidae,2012-05
BAP34030,Hominidae,2012-05
BAP34032,Hominidae,2012-05
BAP34033,Hominidae,2012-05
BAP34034,Hominidae,2012-06
BAP34035,Hominidae,2012-06
BAP34036,Hominidae,2012-06
BAP34037,Hominidae,2012-06
BAP34038,Hominidae,2012-06
AIF34681,Hominidae,2009-09-02
AIE39963,Suidae,2013-03-10
AGO66926,Hominidae,2008-04
AHH02598,Bovidae,2011-09-12
AHD24666,Equidae,2013-08-09
AFM95248,Suidae,2008-04-16
AFU50372,Hominidae,2006-05
AFP87396,Bovidae,2004-03-16
ADM46120,Equidae,2008
AEK71055,Hominidae,2010
AEJ79623,Hominidae,2010
ADN06431,Phasianidae,2005
ACF33463,Suidae,2005
ABV53336,Hominidae,1997-12
ABV53339,Hominidae,1998-12
ABV53341,Hominidae,1998-12
ABV53345,Hominidae,1998-12
ABV53346,Hominidae,1999-01
ABV53349,Hominidae,1996-04
ABV53350,Hominidae,2004-03-31
ABV53354,Hominidae,2002-06-17
ABV53366,Hominidae,2002-12-14
ABV53405,Hominidae,2003-02-03
ABV53407,Hominidae,2003-01-20
ABV53413,Hominidae,2004-03-12
ABV53414,Hominidae,2001-01-28
ABV53423,Hominidae,2004-04-16
ABV53427,Hominidae,2004-02-12
ABV55264,Hominidae,2001-09-27
ABV55265,Hominidae,2001-02-16
ABV55268,Hominidae,1997-03
ABV55299,Hominidae,2004-02-20
ABV55304,Hominidae,2001-12-20
XDI39083,Hominidae,2007
WKR37785,Hominidae,2018-01-08
URM59549,Hominidae,2016-07-28
QXY09772,Hominidae,2013-06-05
QXY12414,Hominidae,2012-10-10
QRL06694,Hominidae,2016-04-20
QRL06739,Hominidae,2017-07-03
QOY44542,Hominidae,2015-02-25
QNL34815,Hominidae,2018-08-23
QLJ94220,Bovidae,2016
QLJ94236,Bovidae,2016
BBL56342,Hominidae,2016
BBL56363,Hominidae,2015
BBL56382,Hominidae,2016
QBJ02190,Suidae,2017-04
QCQ82825,Hominidae,2016
QCQ82828,Hominidae,2016
QCQ82869,Hominidae,2016
QCQ82877,Hominidae,2016
AXN72875,Bovidae,2014-02-07
AXN73002,Bovidae,2012-12-21
AXN73003,Bovidae,2012-12-21
ATI99317,Suidae,2016
AUX83822,Hominidae,2014
AUM62060,Equidae,2012-11-29
AUM62061,Equidae,2012-11-29
AUM62062,Equidae,2012-11-29
AUM62063,Equidae,2012-11-29
AUM62064,Equidae,2012-11-29
AUM62065,Equidae,2012-11-29
AUM62066,Equidae,2012-11-29
AUD10146,Hominidae,2012
AQY10181,Hominidae,2011
AQY10182,Hominidae,2010
AQY10183,Hominidae,2010
ARQ80038,Hominidae,2014
ALK28215,Hominidae,2011
ALK28216,Hominidae,2013
ALK28217,Hominidae,2011
ALK28218,Hominidae,2011
ALK28219,Hominidae,2013
ALK28220,Hominidae,2011
ALK28221,Hominidae,2011
ALK28222,Hominidae,2011
ALK28223,Hominidae,2011
ALK28224,Hominidae,2012
ALK28225,Hominidae,2011
ALK28226,Hominidae,2012
ALK28227,Hominidae,2013
ALK28228,Hominidae,2012
ALK28229,Hominidae,2013
ALK28230,Hominidae,2012
ALK28231,Hominidae,2012
ALK28232,Hominidae,2011
ALK28233,Hominidae,2013
ALK28234,Hominidae,2011
ALK28235,Hominidae,2012
ALK28236,Hominidae,2012
ALK28237,Hominidae,2013
ALK28238,Hominidae,2012
ALK28239,Hominidae,2013
ALK28244,Hominidae,2012
ALK28249,Hominidae,2012
ALK28250,Hominidae,2011
ALK28251,Hominidae,2012
ALK28252,Hominidae,2011
ALK28253,Hominidae,2012
ALK28254,Hominidae,2011
ALK28255,Hominidae,2013
ALK28256,Hominidae,2012
ALK28257,Hominidae,2013
ALK28258,Hominidae,2011
ALK28259,Hominidae,2013
ALK28260,Hominidae,2011
ALR87127,Suidae,2012
ALR87134,Suidae,2014
ALR87137,Suidae,2013
BAP33982,Hominidae,2012-05
BAP33986,Hominidae,2012-05
BAP34031,Hominidae,2012-05
AIF34731,Hominidae,2008-07-08
AGO66918,Hominidae,2011-11
AFM95241,Suidae,2008-04-16
AFM95247,Suidae,2008-04-16
AGC79581,Bovidae,2009-09-24
AGG16183,Suidae,2011-12
BAM66286,Equidae,2010
AFP87390,Hominidae,2007-01-05
AEJ79624,Hominidae,2010
AEG78674,Hominidae,2003
ABV53355,Hominidae,2002-12-25
ABV53406,Hominidae,2001-10-27
ABV53412,Hominidae,2004-01-14
XDL44777,Hominidae,2017
XDI39092,Hominidae,2009
WCN85106,Hominidae,2012
WKR37782,Hominidae,2018-01-02
WKR37784,Hominidae,2018-01-02
WCB27534,Hominidae,2014-06-14
QXY09531,Hominidae,2012-08-22
QXY09574,Hominidae,2012-10-21
QXY09728,Hominidae,2013-05-28
QXY12207,Hominidae,2013-06-23
QXP08755,Hominidae,2015
QRL06753,Hominidae,2017-12-25
QRL06793,Hominidae,2018-01-29
QLJ94232,Bovidae,2016
QLJ94233,Bovidae,2016
BBL56358,Hominidae,2015
BBL56361,Hominidae,2015
BBL56380,Hominidae,2016
BBL56384,Hominidae,2016
AYE56687,Hominidae,2012
QCQ82827,Hominidae,2016
QCQ82851,Hominidae,2015
QCQ82853,Hominidae,2016
QCQ82860,Hominidae,2017
BBH51516,Hominidae,2007
BBH51518,Hominidae,2007
BBH51519,Hominidae,2007
BBH51520,Hominidae,2007
BBH51521,Hominidae,2008
QBH67969,Hominidae,2011
AXN72999,Bovidae,2011-12-23
AXN73004,Bovidae,2012-11-23
AXN73016,Bovidae,2014-02-05
AXN73038,Bovidae,2011-11-29
AUM62054,Equidae,2012-01-26
AUM62055,Equidae,2012-04-26
AUM62057,Equidae,2012-10-25
AUM62058,Equidae,2012-11-27
AUM62059,Equidae,2012-11-27
AUD10128,Hominidae,2012
AUD10129,Hominidae,2013
AUD10131,Hominidae,2013
AUD10138,Hominidae,2012
AUD10141,Hominidae,2012
AUD10142,Hominidae,2012
ASF57909,Hominidae,2005-01
BAX56173,Equidae,2013
ALK28240,Hominidae,2013
ALK28241,Hominidae,2011
ALK28242,Hominidae,2013
ALK28243,Hominidae,2012
ALK28245,Hominidae,2011
ALK28246,Hominidae,2012
ALK28247,Hominidae,2012
ALK28248,Hominidae,2013
ANC33831,Hominidae,2013
ALR87126,Suidae,2012
ALR87135,Suidae,2014
AJG06130,Hominidae,2006
AIV42974,Hominidae,2009-05-30
AIL83607,Hominidae,2012
AIF34684,Hominidae,2009-11-14
AIF34687,Hominidae,2009-10-02
AIF34729,Hominidae,2008-07-16
AIF34730,Hominidae,2008-08-20
AGO66920,Hominidae,2012-03-03
AFM95238,Suidae,2008-04-10
AFM95240,Suidae,2008-04-10
AGC83600,Bovidae,2009-09-24
AFU50374,Hominidae,2006-06
BAL43055,Suidae,2002-12
ADM46119,Equidae,2007
AEJ79621,Hominidae,2010
AEF33468,Equidae,2007
AEF33469,Equidae,2007
ACZ59919,Suidae,2007
ABV53342,Hominidae,1997-12
ABV53433,Hominidae,1997-12
ABV55276,Hominidae,1997-07
ABV55294,Hominidae,2001-03-11
XAV28479,Hominidae,2012
URM59548,Hominidae,2016-07-24
QRL06768,Hominidae,2018-01-18
QRL06821,Hominidae,2018-02-06
QRL06854,Hominidae,2018-02-21
QNL34697,Hominidae,2018-01-28
QNL34776,Hominidae,2018-03-15
QLJ94245,Bovidae,2016
QHW04031,Hominidae,2017
QHD56172,Hominidae,1991
QGX01825,Suidae,2014-11
QGV12482,Hominidae,2018-08-21
BBL56312,Hominidae,2015
BBL56357,Hominidae,2015
BBL56360,Hominidae,2015
BBL56377,Hominidae,2015
BBL56378,Hominidae,2015
BBL56379,Hominidae,2015
BBL56385,Hominidae,2016
QCQ82826,Hominidae,2016
QCQ82829,Hominidae,2016
QCQ82830,Hominidae,2016
QCQ82831,Hominidae,2016
QCQ82835,Hominidae,2017
QCQ82839,Hominidae,2016
QCQ82840,Hominidae,2016
QCQ82841,Hominidae,2016
QAR18090,Hominidae,2014
AZM66035,Hominidae,2013
AXN72871,Bovidae,2013-07-24
AUD10139,Hominidae,2012
BAX35996,Hominidae,2014-06-08
AJG37757,Hominidae,2011
ANC85278,Hominidae,2013-03-09
ANC85279,Hominidae,2013-03-11
ANC85282,Hominidae,2013-04-24
ANC33812,Hominidae,2013
ANC33822,Hominidae,2013
ALR87129,Suidae,2013
ALR87130,Suidae,2013
ALR87132,Suidae,2013
ALR87133,Suidae,2013
AJG06123,Hominidae,1999
AIL83612,Hominidae,2012
AIF34724,Hominidae,2008-08-23
AHA51067,Hominidae,2008-09-16
AHA11092,Equidae,2012-08-07
AFX73052,Hominidae,2010
AGF85966,Hominidae,2004-01
AGF86080,Hominidae,2004-06
AGF86140,Hominidae,2004-03
AFM97060,Hominidae,1999-10-07
AFF18471,Hominidae,2008
ADM92633,Equidae,2009
ACM45474,Hominidae,2008-03
ABV53337,Hominidae,1997-12
ABV53338,Hominidae,1997-12
ABV53435,Hominidae,1997-11
WMQ66083,Hominidae,2018-03-06
QXY09585,Hominidae,2013-01-15
QXY09717,Hominidae,2013-05-24
QRL06683,Hominidae,2016-03-15
BCD71229,Hominidae,2016-03
QOY44541,Hominidae,2015-02-21
QLJ94193,Bovidae,2015
QLJ94197,Bovidae,2015
QLJ94216,Bovidae,2016
QHW04012,Suidae,2013
QHW04017,Suidae,2016
QGV12485,Hominidae,2018-09-24
BBL56326,Hominidae,2016
BBL56341,Hominidae,2016
BBL56344,Hominidae,2016
BBL56362,Hominidae,2015
BBL56386,Hominidae,2016
QCQ82846,Hominidae,2016
QCQ82864,Hominidae,2015
QCQ82865,Hominidae,2015
AXN72869,Bovidae,2013-07-25
AQX78031,Hominidae,2009-02-02
AQX78032,Hominidae,2009-04-11
AQX78033,Hominidae,2009-04-14
AQX78034,Hominidae,2010-05-26
AQX78035,Hominidae,2010-07-14
AQX78037,Hominidae,2010-10-04
AQX78038,Hominidae,2010-11-12
AQX78039,Hominidae,2010-12-02
AQX78040,Hominidae,2009-01-04
AQX78042,Hominidae,2009-03-27
AQX78043,Hominidae,2009-04-13
AQX78044,Hominidae,2009-04-14
AQX78046,Hominidae,2010-07-15
AQX78047,Hominidae,2010-07-28
AQX78050,Hominidae,2010-10-21
AQX78051,Hominidae,2010-12-17
AQX78053,Hominidae,2009-01-22
AQX78054,Hominidae,2009-02-27
AQX78055,Hominidae,2009-03-11
AQX78057,Hominidae,2009-04-02
AQX78058,Hominidae,2009-04-05
AQX78059,Hominidae,2009-04-22
AQX78060,Hominidae,2009-05-15
ASF57910,Hominidae,2005-04
ANC85275,Hominidae,2013-01-26
ANC85276,Hominidae,2013-03-04
ANC85277,Hominidae,2013-03-08
ANC85280,Hominidae,2013-04-01
ANC85281,Hominidae,2013-04-15
ANC85283,Hominidae,2013-05-08
ANC85284,Hominidae,2013-05-10
ANC85285,Hominidae,2013-10-29
ANC85286,Hominidae,2013-04-24
ANC85287,Hominidae,2013-05-31
ANC85288,Hominidae,2013-06-27
ANC85289,Hominidae,2013-04-24
ANC85290,Hominidae,2013-03-10
ALR87136,Suidae,2012
BAT46824,Hominidae,2008
BAT46827,Hominidae,2007
BAT46831,Hominidae,2008
BAT46833,Hominidae,2008
BAT46834,Hominidae,2008
BAT46835,Hominidae,2008
BAT46836,Hominidae,2008
AIY56490,Suidae,2012
AIF34647,Hominidae,2007-12-22
AIF34733,Hominidae,2008-08-07
AFM95242,Suidae,2008-04-16
AGE09869,Hominidae,2011-10
AGI16827,Hominidae,2011
AGI16828,Hominidae,2011
AGI16829,Hominidae,2011
AGI16830,Hominidae,2010
AGI16831,Hominidae,2010
AEJ79625,Hominidae,2010
BAK19434,Equidae,2008
BAK19443,Equidae,2007
ACX31308,Hominidae,2009-03-26
ACM45472,Hominidae,2008-03
ACF93690,Hominidae,2004-03
XDI39082,Hominidae,2006
XDI39087,Hominidae,2010
XDI39088,Hominidae,2009
XDI39098,Hominidae,2010
URM59546,Hominidae,2016-07-21
QXY08870,Hominidae,2012-01-16
QXY08964,Hominidae,2012-03-04
QXY09101,Hominidae,2012-06-03
QXY12174,Hominidae,2012-05-24
QRL06666,Hominidae,2016-02-12
QRL06667,Hominidae,2016-02-25
QRL06668,Hominidae,2016-03-03
QRL06669,Hominidae,2016-03-03
QRL06676,Hominidae,2016-03-15
QRL06682,Hominidae,2016-03-15
QRL06685,Hominidae,2016-03-15
QRL06687,Hominidae,2016-03-29
QRL06727,Hominidae,2017-02-09
QRL06757,Hominidae,2017-12-27
QRL06783,Hominidae,2018-01-29
QRL06796,Hominidae,2018-01-12
QRL06797,Hominidae,2018-01-12
QRL06802,Hominidae,2018-01-17
QRL06884,Hominidae,2018-02-28
QRG33298,Bovidae,2018-01
QNL34677,Hominidae,2018-01-20
QLJ94195,Bovidae,2015
QLJ94210,Bovidae,2016
QLJ94214,Bovidae,2016
QLJ94215,Bovidae,2016
QHW04013,Suidae,2013
QHW04016,Suidae,2016
QHW04028,Suidae,2016
QHU81828,Hominidae,2016-07
QGV12483,Hominidae,2018-09-03
QGV12484,Hominidae,2018-09-13
QEO24760,Suidae,2014-02-10
BBL56305,Hominidae,2015
BBL56339,Hominidae,2016
BBL56343,Hominidae,2016
BBL56346,Hominidae,2016
QCQ82863,Hominidae,2015
QCQ82871,Hominidae,2016
QCQ82873,Hominidae,2016
QCQ82874,Hominidae,2016
QCQ82875,Hominidae,2016
QCQ82879,Hominidae,2017
AXQ59980,Suidae,2012-05-04
QBH67982,Hominidae,2011
QAR18089,Hominidae,2011
AUD10143,Hominidae,2012
AUD10148,Hominidae,2013
ASK51201,Hominidae,2009-11-09
AOR51635,Hominidae,2016
AOR51636,Hominidae,2016
AOR51637,Hominidae,2016
AOR51638,Hominidae,2016
AOR51640,Hominidae,2016
AOR51641,Hominidae,2016
AOR51642,Hominidae,2016
AOR51643,Hominidae,2016
AOR51644,Hominidae,2016
AJG37794,Hominidae,2011
ANC85272,Hominidae,2013-02-26
ANC33816,Hominidae,2013
ANC33834,Hominidae,2013
AMR44112,Hominidae,2013
ALR87125,Suidae,2012
BAT46832,Hominidae,2008
AJA72542,Hominidae,2006
AIY56492,Suidae,1977
AIV42952,Hominidae,1998-01-13
AIV42963,Hominidae,1998-07-07
AIF34685,Hominidae,2010-02-20
AFM95237,Suidae,2008-04-10
AFM95243,Suidae,2008-04-16
AFM95244,Suidae,2008-04-16
AFU50373,Hominidae,2009-05
AEX20019,Hominidae,1997
AET86934,Bovidae,2006
AEJ79620,Hominidae,2010
BAK19436,Equidae,2007
BAK19438,Equidae,2007
BAK19439,Equidae,2007
BAK19440,Equidae,2004
BAK19444,Equidae,2006
BAK19445,Equidae,2006
BAK19463,Equidae,2005
ACV83833,Hominidae,2005-03
ABV53382,Hominidae,1992-11
WCR31491,Hominidae,2018
QRL06914,Hominidae,2018-06-25
QNL34687,Hominidae,2018-01-25
BBM12522,Hominidae,2018
QHD56170,Hominidae,1991
QHD56171,Hominidae,1991
QHD56173,Hominidae,1991
QEO24742,Suidae,2014-02-10
BBL56335,Hominidae,2016
BBL56356,Hominidae,2015
AYE56583,Hominidae,2012
QCQ82837,Hominidae,2017
QBH67968,Hominidae,2012
QBH67970,Hominidae,2014
QBH67971,Hominidae,2014
QBH67972,Hominidae,2011
QBH67973,Hominidae,2012
QBH67974,Hominidae,2010
QBH67975,Hominidae,2010
QBH67976,Hominidae,2010
QBH67978,Hominidae,2012
QBH67979,Hominidae,2012
QBH67980,Hominidae,2011
QBH67981,Hominidae,2011
ATI99325,Suidae,2016
AUD10134,Hominidae,2013
ASF20138,Hominidae,2012
ASF20139,Hominidae,2012
ANC85273,Hominidae,2013-02-27
ANC33836,Hominidae,2013
ANC33838,Hominidae,2013
ALM55637,Suidae,2012-07-09
BAT46823,Hominidae,2008
BAT46829,Hominidae,2007
AJA72491,Hominidae,2005
AJA72494,Hominidae,2011
AJA72539,Hominidae,2005
AJA72540,Hominidae,2006
AJA72544,Hominidae,2009
AJA72545,Hominidae,2009
AJA72546,Hominidae,2010
AJA72549,Hominidae,2011
AJA72550,Hominidae,2011
AIW80119,Hominidae,2013
AIF34643,Hominidae,2007-10-07
AIF34728,Hominidae,2008-07-16
AFM95239,Suidae,2008-04-10
AGE09867,Hominidae,2011-10
AGH13323,Suidae,2011
AFH08696,Hominidae,2003
ADM46118,Equidae,2008
AEF33465,Equidae,2006
AEF33466,Equidae,2006
AEF33471,Equidae,2007
AEF33472,Equidae,2007
AEF33475,Equidae,2008
BAK19435,Equidae,2005
BAK19437,Equidae,2008
BAK19446,Equidae,2004
BAK19448,Equidae,2003
ACZ51574,Hominidae,1980
XDL44790,Hominidae,2017
XDI39078,Hominidae,2010
XDI39115,Hominidae,2002
UYX71620,Hominidae,2016-03
UPV00666,Hominidae,2018
UPV00667,Hominidae,2018
UPV00679,Hominidae,2018
UPV00684,Hominidae,2018
UPV00686,Hominidae,2018
QXY09552,Hominidae,2012-09-08
QRL06804,Hominidae,2018-02-02
BCK34555,Hominidae,2017
QKZ93172,Hominidae,2018
BBM12424,Hominidae,2017
QHW04014,Suidae,2017
QGX01832,Suidae,2015-03
QGX01835,Suidae,2015-04
QDF59321,Suidae,2015-12
BBL56303,Hominidae,2015
BBL56311,Hominidae,2015
BBL56387,Hominidae,2016
AYE56711,Hominidae,2013
QBH67977,Hominidae,2012
AXN73039,Bovidae,2013-11-27
AWK21554,Hominidae,2015
AWK21555,Hominidae,2015
AWK21556,Hominidae,2015
AWK21557,Hominidae,2016
ASF57918,Hominidae,2008-09
BAX35593,Hominidae,2014-03-14
BAX35736,Hominidae,2014-05-11
BAX35769,Hominidae,2014-04-08
AQQ12281,Suidae,2015-03
AQQ12290,Suidae,2015-04
AQQ12331,Hominidae,2015-04
AQQ12348,Hominidae,2014-12
AJG37762,Hominidae,2011
ANN88579,Hominidae,2008-10-09
ANC33820,Hominidae,2013
BAT46830,Hominidae,2008
AKD33333,Hominidae,2008
AJG06120,Hominidae,2007
AIG92667,Suidae,2012
AHA51066,Hominidae,2008-08-14
AHA51068,Hominidae,2008-12-21
AGE09868,Hominidae,2011-10
AFH08687,Hominidae,1999
AEF33470,Equidae,2007
AEF33473,Equidae,2007
AEF33474,Equidae,2007
BAK19442,Equidae,2008
ADM92634,Equidae,2010
ADC97060,Hominidae,2007-03-26
ABV53391,Hominidae,1997-03
XDI39085,Hominidae,2009
BBB93557,Hominidae,1981-02
WCR31488,Hominidae,2018
QXY08837,Hominidae,2012-01-05
QXY09019,Hominidae,2012-04-13
QXY09070,Hominidae,2012-05-11
QXY09143,Hominidae,2012-06-13
QXY09805,Hominidae,2013-06-08
QXY09990,Hominidae,2013-07-27
QXY12163,Hominidae,2012-01-07
QXY12361,Hominidae,2012-08-01
QRL06734,Hominidae,2017-03-20
QRL06749,Hominidae,2017-12-20
QRL06756,Hominidae,2017-12-27
QRL06766,Hominidae,2018-01-16
QRL06869,Hominidae,2018-02-28
QRL06915,Hominidae,2018-07-06
QRL06921,Hominidae,2018-09-11
QOY44540,Hominidae,2015-01-25
QNL34751,Hominidae,2018-02-23
QLJ94244,Bovidae,2016
QLJ94247,Bovidae,2016
QLJ94250,Bovidae,2016
QHW04015,Suidae,2017
QHW04026,Suidae,2016
QGX01850,Suidae,2016-02
QGX01852,Suidae,2016-05
QFI36159,Hominidae,2017-02
QDF59322,Suidae,2015-12
QBJ02260,Suidae,2017-04
BBH72713,Hominidae,2010
QCQ82854,Hominidae,2016
QCQ82858,Hominidae,2017
QCQ82859,Hominidae,2017
QCQ82861,Hominidae,2017
QCQ82870,Hominidae,2016
QCQ82872,Hominidae,2016
AWI73661,Hominidae,2015-03
AUM62067,Equidae,2013-04-05
AUM62068,Equidae,2013-04-05
AUM62069,Equidae,2013-04-05
AUM62070,Equidae,2013-04-05
AUM62071,Equidae,2013-09-25
AUM62072,Equidae,2013-09-25
AUM62073,Equidae,2014-04-11
AUM62074,Equidae,2014-04-11
AUM62075,Equidae,2014-04-11
AUM62076,Equidae,2014-10-09
BAX35604,Hominidae,2014-04-04
BAX35615,Hominidae,2014-04-24
BAX35626,Hominidae,2014-06-01
BAX35637,Hominidae,2014-04-08
BAX35648,Hominidae,2014-04-24
BAX35659,Hominidae,2014-05-27
BAX35670,Hominidae,2014-05-08
BAX35681,Hominidae,2014-05-14
BAX35692,Hominidae,2014-05-16
BAX35703,Hominidae,2014-03-14
BAX35714,Hominidae,2014-03-25
BAX35725,Hominidae,2014-07-05
BAX35747,Hominidae,2014-05-20
BAX35758,Hominidae,2014-04-22
BAX35759,Hominidae,2014-04-23
BAX35760,Hominidae,2014-04-23
BAX35761,Hominidae,2014-04-23
BAX35762,Hominidae,2014-04-27
BAX35763,Hominidae,2014-04-25
BAX35764,Hominidae,2014-05-11
BAX35765,Hominidae,2014-04-27
BAX35766,Hominidae,2014-04-28
BAX35767,Hominidae,2014-04-27
BAX35768,Hominidae,2014-04-28
BAX35770,Hominidae,2014-05-16
BAX35771,Hominidae,2014-04-15
BAX35772,Hominidae,2014-04-17
BAX35773,Hominidae,2014-03-27
